Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,Team1,Team2,Outcome,Team1_avg_points,Team1_avg_points_allowed,Team1_fg_percent,Team1_three_p_percent,Team1_ft_percent,Team1_avg_rebounds,Team1_avg_assists,Team1_avg_turnovers,Team1_avg_steals,Team1_avg_blocks,Team1_avg_fouls,Team2_avg_points,Team2_avg_points_allowed,Team2_fg_percent,Team2_three_p_percent,Team2_ft_percent,Team2_avg_rebounds,Team2_avg_assists,Team2_avg_turnovers,Team2_avg_steals,Team2_avg_blocks,Team2_avg_fouls
1998,138,3196,85,3285,64,H,0,3196,3285,1,,,,,,,,,,,,,,,,,,,,,,
1998,138,3217,71,3390,67,A,0,3217,3390,1,,,,,,,,,,,,,,,,,,,,,,
1998,138,3228,82,3453,58,H,0,3228,3453,1,,,,,,,,,,,,,,,,,,,,,,
1998,138,3235,79,3245,76,H,0,3235,3245,1,,,,,,,,,,,,,,,,,,,,,,
1998,138,3256,86,3221,58,H,0,3221,3256,0,,,,,,,,,,,,,,,,,,,,,,
1998,138,3257,69,3428,61,A,0,3257,3428,1,,,,,,,,,,,,,,,,,,,,,,
1998,138,3345,88,3449,71,H,0,3345,3449,1,,,,,,,,,,,,,,,,,,,,,,
1998,138,3353,79,3332,76,H,0,3332,3353,0,,,,,,,,,,,,,,,,,,,,,,
1998,138,3364,76,3435,71,A,0,3364,3435,1,,,,,,,,,,,,,,,,,,,,,,
1998,138,3397,102,3251,58,H,0,3251,3397,0,,,,,,,,,,,,,,,,,,,,,,
1998,138,3439,75,3458,64,A,0,3439,3458,1,,,,,,,,,,,,,,,,,,,,,,
1998,138,3443,88,3372,76,H,0,3372,3443,0,,,,,,,,,,,,,,,,,,,,,,
1998,139,3104,75,3417,74,H,0,3104,3417,1,,,,,,,,,,,,,,,,,,,,,,
1998,139,3112,94,3438,77,H,0,3112,3438,1,,,,,,,,,,,,,,,,,,,,,,
1998,139,3163,75,3203,67,H,0,3163,3203,1,,,,,,,,,,,,,,,,,,,,,,
1998,139,3242,62,3234,58,A,0,3234,3242,0,,,,,,,,,,,,,,,,,,,,,,
1998,139,3301,88,3464,61,H,0,3301,3464,1,,,,,,,,,,,,,,,,,,,,,,
1998,139,3314,85,3198,72,H,0,3198,3314,0,,,,,,,,,,,,,,,,,,,,,,
1998,139,3323,74,3403,59,A,0,3323,3403,1,,,,,,,,,,,,,,,,,,,,,,
1998,139,3330,75,3304,60,H,0,3304,3330,0,,,,,,,,,,,,,,,,,,,,,,
1998,140,3116,82,3217,64,H,0,3116,3217,1,,,,,,,,,,,,,,,,,,,,,,
1998,140,3181,69,3257,53,H,0,3181,3257,1,,,,,,,,,,,,,,,,,,,,,,
1998,140,3196,89,3439,57,H,0,3196,3439,1,,,,,,,,,,,,,,,,,,,,,,
1998,140,3228,69,3364,65,H,0,3228,3364,1,,,,,,,,,,,,,,,,,,,,,,
1998,140,3256,74,3155,52,H,0,3155,3256,0,,,,,,,,,,,,,,,,,,,,,,
1998,140,3345,77,3161,63,H,0,3161,3345,0,,,,,,,,,,,,,,,,,,,,,,
1998,140,3353,62,3235,61,A,0,3235,3353,0,,,,,,,,,,,,,,,,,,,,,,
1998,140,3397,82,3443,62,H,0,3397,3443,1,,,,,,,,,,,,,,,,,,,,,,
1998,145,3116,79,3242,63,A,0,3116,3242,1,,,,,,,,,,,,,,,,,,,,,,
1998,145,3163,74,3112,57,H,0,3112,3163,0,,,,,,,,,,,,,,,,,,,,,,
1998,145,3181,71,3196,58,H,0,3181,3196,1,,,,,,,,,,,,,,,,,,,,,,
1998,145,3256,71,3104,57,A,0,3104,3256,0,,,,,,,,,,,,,,,,,,,,,,
1998,145,3301,55,3330,54,A,0,3301,3330,1,,,,,,,,,,,,,,,,,,,,,,
1998,145,3314,80,3228,74,H,0,3228,3314,0,,,,,,,,,,,,,,,,,,,,,,
1998,145,3345,70,3323,65,H,0,3323,3345,0,,,,,,,,,,,,,,,,,,,,,,
1998,145,3397,92,3353,60,H,0,3353,3397,0,,,,,,,,,,,,,,,,,,,,,,
1998,147,3116,77,3181,72,A,0,3116,3181,1,,,,,,,,,,,,,,,,,,,,,,
1998,147,3256,72,3345,65,H,0,3256,3345,1,,,,,,,,,,,,,,,,,,,,,,
1998,147,3301,60,3163,52,A,0,3163,3301,0,,,,,,,,,,,,,,,,,,,,,,
1998,147,3397,76,3314,70,H,0,3314,3397,0,,,,,,,,,,,,,,,,,,,,,,
1998,151,3256,84,3301,65,H,0,3256,3301,1,,,,,,,,,,,,,,,,,,,,,,
1998,151,3397,86,3116,58,H,0,3116,3397,0,,,,,,,,,,,,,,,,,,,,,,
1998,153,3397,93,3256,75,H,0,3256,3397,0,,,,,,,,,,,,,,,,,,,,,,
1999,137,3104,80,3212,68,N,0,3104,3212,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3112,87,3196,84,N,0,3112,3196,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3155,76,3197,45,H,0,3155,3197,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3161,71,3169,59,H,0,3161,3169,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3163,97,3384,46,H,0,3163,3384,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3228,69,3257,67,N,0,3228,3257,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3235,74,3365,61,H,0,3235,3365,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3256,90,3416,48,H,0,3256,3416,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3263,60,3390,58,N,0,3263,3390,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3283,72,3364,70,N,0,3283,3364,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3314,64,3318,55,H,0,3314,3318,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3330,74,3399,48,H,0,3330,3399,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3332,65,3153,56,N,0,3153,3332,0,,,,,,,,,,,,,,,,,,,,,,
1999,137,3336,82,3438,69,N,0,3336,3438,1,,,,,,,,,,,,,,,,,,,,,,
1999,137,3353,84,3171,70,H,0,3171,3353,0,,,,,,,,,,,,,,,,,,,,,,
1999,137,3462,85,3198,71,N,0,3198,3462,0,,,,,,,,,,,,,,,,,,,,,,
1999,138,3120,69,3400,61,N,0,3120,3400,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3130,72,3326,59,N,0,3130,3326,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3181,79,3221,51,H,0,3181,3221,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3208,73,3251,52,H,0,3208,3251,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3242,64,3266,58,N,0,3242,3266,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3246,98,3304,92,N,0,3246,3304,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3261,78,3191,69,H,0,3191,3261,0,,,,,,,,,,,,,,,,,,,,,,
1999,138,3301,76,3280,57,N,0,3280,3301,0,,,,,,,,,,,,,,,,,,,,,,
1999,138,3323,61,3388,57,N,0,3323,3388,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3345,68,3331,48,H,0,3331,3345,0,,,,,,,,,,,,,,,,,,,,,,
1999,138,3374,91,3405,76,N,0,3374,3405,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3386,83,3408,72,N,0,3386,3408,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3397,113,3111,54,H,0,3111,3397,0,,,,,,,,,,,,,,,,,,,,,,
1999,138,3403,80,3372,54,H,0,3372,3403,0,,,,,,,,,,,,,,,,,,,,,,
1999,138,3417,76,3453,69,H,0,3417,3453,1,,,,,,,,,,,,,,,,,,,,,,
1999,138,3439,73,3389,48,H,0,3389,3439,0,,,,,,,,,,,,,,,,,,,,,,
1999,139,3155,63,3228,51,H,0,3155,3228,1,,,,,,,,,,,,,,,,,,,,,,
1999,139,3161,86,3283,70,H,0,3161,3283,1,,,,,,,,,,,,,,,,,,,,,,
1999,139,3163,86,3462,84,H,0,3163,3462,1,,,,,,,,,,,,,,,,,,,,,,
1999,139,3235,85,3332,70,H,0,3235,3332,1,,,,,,,,,,,,,,,,,,,,,,
1999,139,3256,79,3336,62,H,0,3256,3336,1,,,,,,,,,,,,,,,,,,,,,,
1999,139,3314,70,3104,56,H,0,3104,3314,0,,,,,,,,,,,,,,,,,,,,,,
1999,139,3330,72,3263,62,H,0,3263,3330,0,,,,,,,,,,,,,,,,,,,,,,
1999,139,3353,90,3112,47,H,0,3112,3353,0,,,,,,,,,,,,,,,,,,,,,,
1999,140,3181,66,3386,60,H,0,3181,3386,1,,,,,,,,,,,,,,,,,,,,,,
1999,140,3208,68,3374,55,H,0,3208,3374,1,,,,,,,,,,,,,,,,,,,,,,
1999,140,3261,74,3323,64,H,0,3261,3323,1,,,,,,,,,,,,,,,,,,,,,,
1999,140,3345,55,3242,41,H,0,3242,3345,0,,,,,,,,,,,,,,,,,,,,,,
1999,140,3397,89,3130,62,H,0,3130,3397,0,,,,,,,,,,,,,,,,,,,,,,
1999,140,3403,85,3301,78,H,0,3301,3403,0,,,,,,,,,,,,,,,,,,,,,,
1999,140,3417,87,3246,63,H,0,3246,3417,0,,,,,,,,,,,,,,,,,,,,,,
1999,140,3439,76,3120,61,H,0,3120,3439,0,,,,,,,,,,,,,,,,,,,,,,
1999,145,3181,76,3330,63,N,0,3181,3330,1,,,,,,,,,,,,,,,,,,,,,,
1999,145,3208,67,3155,54,N,0,3155,3208,0,,,,,,,,,,,,,,,,,,,,,,
1999,145,3235,64,3163,58,N,0,3163,3235,0,,,,,,,,,,,,,,,,,,,,,,
1999,145,3256,73,3261,52,N,0,3256,3261,1,,,,,,,,,,,,,,,,,,,,,,
1999,145,3345,82,3314,59,N,0,3314,3345,0,,,,,,,,,,,,,,,,,,,,,,
1999,145,3353,53,3403,42,N,0,3353,3403,1,,,,,,,,,,,,,,,,,,,,,,
1999,145,3397,68,3439,52,N,0,3397,3439,1,,,,,,,,,,,,,,,,,,,,,,
1999,145,3417,77,3161,68,N,0,3161,3417,0,,,,,,,,,,,,,,,,,,,,,,
1999,147,3181,69,3397,63,N,0,3181,3397,1,,,,,,,,,,,,,,,,,,,,,,
1999,147,3208,89,3235,71,N,0,3208,3235,1,,,,,,,,,,,,,,,,,,,,,,
1999,147,3256,88,3417,62,N,0,3256,3417,1,,,,,,,,,,,,,,,,,,,,,,
1999,147,3345,75,3353,62,N,0,3345,3353,1,,,,,,,,,,,,,,,,,,,,,,
1999,151,3181,81,3208,69,N,0,3181,3208,1,,,,,,,,,,,,,,,,,,,,,,
1999,151,3345,77,3256,63,N,0,3256,3345,0,,,,,,,,,,,,,,,,,,,,,,
1999,153,3345,62,3181,45,N,0,3181,3345,0,,,,,,,,,,,,,,,,,,,,,,
2000,137,3120,78,3283,74,H,0,3120,3283,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3130,93,3304,76,H,0,3130,3304,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3155,64,3179,50,A,0,3155,3179,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3163,116,3214,45,H,0,3163,3214,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3203,79,3417,72,H,0,3203,3417,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3228,73,3428,58,H,0,3228,3428,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3235,92,3384,63,H,0,3235,3384,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3261,77,3251,54,H,0,3251,3261,0,,,,,,,,,,,,,,,,,,,,,,
2000,137,3280,94,3389,60,H,0,3280,3389,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3323,87,3360,61,H,0,3323,3360,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3336,83,3464,63,H,0,3336,3464,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3353,91,3221,70,H,0,3221,3353,0,,,,,,,,,,,,,,,,,,,,,,
2000,137,3372,73,3462,72,A,0,3372,3462,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3386,69,3400,48,A,0,3386,3400,1,,,,,,,,,,,,,,,,,,,,,,
2000,137,3412,80,3332,79,A,0,3332,3412,0,,,,,,,,,,,,,,,,,,,,,,
2000,137,3438,74,3337,62,H,0,3337,3438,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3112,73,3245,61,H,0,3112,3245,1,,,,,,,,,,,,,,,,,,,,,,
2000,138,3181,71,3144,42,H,0,3144,3181,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3208,74,3285,46,H,0,3208,3285,1,,,,,,,,,,,,,,,,,,,,,,
2000,138,3256,95,3108,53,H,0,3108,3256,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3314,62,3263,57,H,0,3263,3314,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3328,86,3140,81,H,0,3140,3328,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3330,94,3453,85,H,0,3330,3453,1,,,,,,,,,,,,,,,,,,,,,,
2000,138,3345,70,3171,66,H,0,3171,3345,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3349,67,3364,64,A,0,3349,3364,1,,,,,,,,,,,,,,,,,,,,,,
2000,138,3374,64,3301,63,A,0,3301,3374,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3390,81,3276,74,A,0,3276,3390,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3397,90,3202,38,H,0,3202,3397,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3403,83,3399,54,H,0,3399,3403,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3408,65,3436,60,H,0,3408,3436,1,,,,,,,,,,,,,,,,,,,,,,
2000,138,3435,71,3242,69,A,0,3242,3435,0,,,,,,,,,,,,,,,,,,,,,,
2000,138,3443,68,3266,65,A,0,3266,3443,0,,,,,,,,,,,,,,,,,,,,,,
2000,139,3163,83,3155,45,H,0,3155,3163,0,,,,,,,,,,,,,,,,,,,,,,
2000,139,3235,79,3228,68,H,0,3228,3235,0,,,,,,,,,,,,,,,,,,,,,,
2000,139,3261,57,3372,45,H,0,3261,3372,1,,,,,,,,,,,,,,,,,,,,,,
2000,139,3323,95,3203,60,H,0,3203,3323,0,,,,,,,,,,,,,,,,,,,,,,
2000,139,3336,75,3120,69,H,0,3120,3336,0,,,,,,,,,,,,,,,,,,,,,,
2000,139,3353,59,3386,39,H,0,3353,3386,1,,,,,,,,,,,,,,,,,,,,,,
2000,139,3412,78,3280,72,A,0,3280,3412,0,,,,,,,,,,,,,,,,,,,,,,
2000,139,3438,74,3130,70,H,0,3130,3438,0,,,,,,,,,,,,,,,,,,,,,,
2000,140,3181,90,3443,70,H,0,3181,3443,1,,,,,,,,,,,,,,,,,,,,,,
2000,140,3208,83,3390,64,H,0,3208,3390,1,,,,,,,,,,,,,,,,,,,,,,
2000,140,3256,66,3435,65,H,0,3256,3435,1,,,,,,,,,,,,,,,,,,,,,,
2000,140,3314,83,3349,50,H,0,3314,3349,1,,,,,,,,,,,,,,,,,,,,,,
2000,140,3328,76,3345,74,A,0,3328,3345,1,,,,,,,,,,,,,,,,,,,,,,
2000,140,3330,96,3374,76,H,0,3330,3374,1,,,,,,,,,,,,,,,,,,,,,,
2000,140,3397,75,3112,60,H,0,3112,3397,0,,,,,,,,,,,,,,,,,,,,,,
2000,140,3403,76,3408,59,H,0,3403,3408,1,,,,,,,,,,,,,,,,,,,,,,
2000,145,3163,102,3328,80,N,0,3163,3328,1,,,,,,,,,,,,,,,,,,,,,,
2000,145,3208,83,3314,57,N,0,3208,3314,1,,,,,,,,,,,,,,,,,,,,,,
2000,145,3256,86,3330,74,N,0,3256,3330,1,,,,,,,,,,,,,,,,,,,,,,
2000,145,3261,79,3181,66,N,0,3181,3261,0,,,,,,,,,,,,,,,,,,,,,,
2000,145,3336,66,3235,65,N,0,3235,3336,0,,,,,,,,,,,,,,,,,,,,,,
2000,145,3353,60,3412,45,N,0,3353,3412,1,,,,,,,,,,,,,,,,,,,,,,
2000,145,3397,77,3438,56,N,0,3397,3438,1,,,,,,,,,,,,,,,,,,,,,,
2000,145,3403,69,3323,65,N,0,3323,3403,0,,,,,,,,,,,,,,,,,,,,,,
2000,147,3163,86,3261,71,N,0,3163,3261,1,,,,,,,,,,,,,,,,,,,,,,
2000,147,3336,86,3256,65,N,0,3256,3336,0,,,,,,,,,,,,,,,,,,,,,,
2000,147,3353,59,3208,51,N,0,3208,3353,0,,,,,,,,,,,,,,,,,,,,,,
2000,147,3397,57,3403,44,N,0,3397,3403,1,,,,,,,,,,,,,,,,,,,,,,
2000,151,3163,89,3336,67,N,0,3163,3336,1,,,,,,,,,,,,,,,,,,,,,,
2000,151,3397,64,3353,54,N,0,3353,3397,0,,,,,,,,,,,,,,,,,,,,,,
2000,153,3163,71,3397,52,N,0,3163,3397,1,,,,,,,,,,,,,,,,,,,,,,
2001,137,3155,51,3151,49,H,0,3151,3155,0,,,,,,,,,,,,,,,,,,,,,,
2001,137,3196,84,3221,52,H,0,3196,3221,1,,,,,,,,,,,,,,,,,,,,,,
2001,137,3199,72,3408,70,H,0,3199,3408,1,,,,,,,,,,,,,,,,,,,,,,
2001,137,3208,77,3251,48,H,0,3208,3251,1,,,,,,,,,,,,,,,,,,,,,,
2001,137,3235,100,3224,61,H,0,3224,3235,0,,,,,,,,,,,,,,,,,,,,,,
2001,137,3261,83,3113,66,H,0,3113,3261,0,,,,,,,,,,,,,,,,,,,,,,
2001,137,3281,71,3458,68,A,0,3281,3458,1,,,,,,,,,,,,,,,,,,,,,,
2001,137,3301,76,3174,57,H,0,3174,3301,0,,,,,,,,,,,,,,,,,,,,,,
2001,137,3345,75,3364,62,H,0,3345,3364,1,,,,,,,,,,,,,,,,,,,,,,
2001,137,3388,68,3400,64,A,0,3388,3400,1,,,,,,,,,,,,,,,,,,,,,,
2001,137,3397,80,3122,38,H,0,3122,3397,0,,,,,,,,,,,,,,,,,,,,,,
2001,137,3403,100,3335,57,H,0,3335,3403,0,,,,,,,,,,,,,,,,,,,,,,
2001,137,3437,66,3179,58,H,0,3179,3437,0,,,,,,,,,,,,,,,,,,,,,,
2001,137,3439,77,3176,57,H,0,3176,3439,0,,,,,,,,,,,,,,,,,,,,,,
2001,137,3449,67,3330,65,H,0,3330,3449,0,,,,,,,,,,,,,,,,,,,,,,
2001,137,3462,80,3257,52,H,0,3257,3462,0,,,,,,,,,,,,,,,,,,,,,,
2001,138,3116,68,3124,59,A,0,3116,3124,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3160,98,3373,78,H,0,3160,3373,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3161,83,3268,69,A,0,3161,3268,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3163,101,3254,29,H,0,3163,3254,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3181,96,3454,63,H,0,3181,3454,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3234,89,3332,82,H,0,3234,3332,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3256,84,3209,48,H,0,3209,3256,0,,,,,,,,,,,,,,,,,,,,,,
2001,138,3276,81,3438,71,H,0,3276,3438,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3283,89,3405,71,H,0,3283,3405,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3323,98,3108,49,H,0,3108,3323,0,,,,,,,,,,,,,,,,,,,,,,
2001,138,3328,70,3331,64,H,0,3328,3331,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3353,80,3372,43,H,0,3353,3372,1,,,,,,,,,,,,,,,,,,,,,,
2001,138,3390,76,3203,51,A,0,3203,3390,0,,,,,,,,,,,,,,,,,,,,,,
2001,138,3395,77,3336,75,A,0,3336,3395,0,,,,,,,,,,,,,,,,,,,,,,
2001,138,3428,79,3193,57,H,0,3193,3428,0,,,,,,,,,,,,,,,,,,,,,,
2001,138,3435,83,3226,57,H,0,3226,3435,0,,,,,,,,,,,,,,,,,,,,,,
2001,139,3235,85,3199,70,H,0,3199,3235,0,,,,,,,,,,,,,,,,,,,,,,
2001,139,3281,78,3208,65,A,0,3208,3281,0,,,,,,,,,,,,,,,,,,,,,,
2001,139,3301,68,3437,64,H,0,3301,3437,1,,,,,,,,,,,,,,,,,,,,,,
2001,139,3345,73,3261,70,H,0,3261,3345,0,,,,,,,,,,,,,,,,,,,,,,
2001,139,3397,92,3388,75,H,0,3388,3397,0,,,,,,,,,,,,,,,,,,,,,,
2001,139,3403,73,3439,52,H,0,3403,3439,1,,,,,,,,,,,,,,,,,,,,,,
2001,139,3449,86,3196,75,A,0,3196,3449,0,,,,,,,,,,,,,,,,,,,,,,
2001,139,3462,77,3155,62,H,0,3155,3462,0,,,,,,,,,,,,,,,,,,,,,,
2001,140,3163,89,3161,44,H,0,3161,3163,0,,,,,,,,,,,,,,,,,,,,,,
2001,140,3181,75,3116,54,H,0,3116,3181,0,,,,,,,,,,,,,,,,,,,,,,
2001,140,3256,80,3395,59,H,0,3256,3395,1,,,,,,,,,,,,,,,,,,,,,,
2001,140,3283,60,3353,53,A,0,3283,3353,1,,,,,,,,,,,,,,,,,,,,,,
2001,140,3323,88,3276,54,H,0,3276,3323,0,,,,,,,,,,,,,,,,,,,,,,
2001,140,3328,67,3390,50,H,0,3328,3390,1,,,,,,,,,,,,,,,,,,,,,,
2001,140,3428,78,3234,69,A,0,3234,3428,0,,,,,,,,,,,,,,,,,,,,,,
2001,140,3435,65,3160,59,H,0,3160,3435,0,,,,,,,,,,,,,,,,,,,,,,
2001,145,3163,72,3301,58,H,0,3163,3301,1,,,,,,,,,,,,,,,,,,,,,,
2001,145,3256,78,3281,67,H,0,3256,3281,1,,,,,,,,,,,,,,,,,,,,,,
2001,145,3283,81,3181,71,A,0,3181,3283,0,,,,,,,,,,,,,,,,,,,,,,
2001,145,3323,69,3428,54,H,0,3323,3428,1,,,,,,,,,,,,,,,,,,,,,,
2001,145,3345,74,3403,72,A,0,3345,3403,1,,,,,,,,,,,,,,,,,,,,,,
2001,145,3435,84,3235,65,A,0,3235,3435,0,,,,,,,,,,,,,,,,,,,,,,
2001,145,3449,84,3328,67,A,0,3328,3449,0,,,,,,,,,,,,,,,,,,,,,,
2001,145,3462,80,3397,65,A,0,3397,3462,0,,,,,,,,,,,,,,,,,,,,,,
2001,147,3163,67,3256,48,H,0,3163,3256,1,,,,,,,,,,,,,,,,,,,,,,
2001,147,3283,104,3449,87,H,0,3283,3449,1,,,,,,,,,,,,,,,,,,,,,,
2001,147,3323,72,3435,64,H,0,3323,3435,1,,,,,,,,,,,,,,,,,,,,,,
2001,147,3345,88,3462,78,H,0,3345,3462,1,,,,,,,,,,,,,,,,,,,,,,
2001,151,3323,90,3163,75,H,0,3163,3323,0,,,,,,,,,,,,,,,,,,,,,,
2001,151,3345,81,3283,64,H,0,3283,3345,0,,,,,,,,,,,,,,,,,,,,,,
2001,153,3323,68,3345,66,H,0,3323,3345,1,,,,,,,,,,,,,,,,,,,,,,
2002,137,3116,78,3155,68,H,0,3116,3155,1,,,,,,,,,,,,,,,,,,,,,,
2002,137,3124,80,3137,56,H,0,3124,3137,1,,,,,,,,,,,,,,,,,,,,,,
2002,137,3160,88,3380,61,H,0,3160,3380,1,,,,,,,,,,,,,,,,,,,,,,
2002,137,3179,87,3393,69,H,0,3179,3393,1,,,,,,,,,,,,,,,,,,,,,,
2002,137,3181,95,3313,48,H,0,3181,3313,1,,,,,,,,,,,,,,,,,,,,,,
2002,137,3198,73,3166,58,H,0,3166,3198,0,,,,,,,,,,,,,,,,,,,,,,
2002,137,3243,93,3245,65,H,0,3243,3245,1,,,,,,,,,,,,,,,,,,,,,,
2002,137,3261,84,3365,78,H,0,3261,3365,1,,,,,,,,,,,,,,,,,,,,,,
2002,137,3280,65,3130,59,A,0,3130,3280,0,,,,,,,,,,,,,,,,,,,,,,
2002,137,3323,58,3307,44,H,0,3307,3323,0,,,,,,,,,,,,,,,,,,,,,,
2002,137,3336,82,3151,67,H,0,3151,3336,0,,,,,,,,,,,,,,,,,,,,,,
2002,137,3364,57,3256,56,A,0,3256,3364,0,,,,,,,,,,,,,,,,,,,,,,
2002,137,3395,55,3231,45,H,0,3231,3395,0,,,,,,,,,,,,,,,,,,,,,,
2002,137,3397,98,3209,68,H,0,3209,3397,0,,,,,,,,,,,,,,,,,,,,,,
2002,137,3400,60,3453,55,H,0,3400,3453,1,,,,,,,,,,,,,,,,,,,,,,
2002,137,3403,84,3372,63,H,0,3372,3403,0,,,,,,,,,,,,,,,,,,,,,,
2002,138,3113,73,3458,70,A,0,3113,3458,1,,,,,,,,,,,,,,,,,,,,,,
2002,138,3140,90,3196,52,A,0,3140,3196,1,,,,,,,,,,,,,,,,,,,,,,
2002,138,3153,76,3389,63,H,0,3153,3389,1,,,,,,,,,,,,,,,,,,,,,,
2002,138,3163,86,3384,37,H,0,3163,3384,1,,,,,,,,,,,,,,,,,,,,,,
2002,138,3234,69,3438,62,A,0,3234,3438,1,,,,,,,,,,,,,,,,,,,,,,
