Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,Team1,Team2,Outcome,Team1_avg_points,Team1_avg_points_allowed,Team1_fg_percent,Team1_three_p_percent,Team1_ft_percent,Team1_avg_rebounds,Team1_avg_assists,Team1_avg_turnovers,Team1_avg_steals,Team1_avg_blocks,Team1_avg_fouls,Team2_avg_points,Team2_avg_points_allowed,Team2_fg_percent,Team2_three_p_percent,Team2_ft_percent,Team2_avg_rebounds,Team2_avg_assists,Team2_avg_turnovers,Team2_avg_steals,Team2_avg_blocks,Team2_avg_fouls
1987,138,1231,107,1120,90,N,0,1120,1231,0,,,,,,,,,,,,,,,,,,,,,,
1987,138,1314,109,1276,97,N,0,1276,1314,0,,,,,,,,,,,,,,,,,,,,,,
1987,138,1323,58,1395,57,N,0,1323,1395,1,,,,,,,,,,,,,,,,,,,,,,
1987,138,1344,90,1122,87,N,1,1122,1344,0,,,,,,,,,,,,,,,,,,,,,,
1987,138,1424,80,1243,61,N,0,1243,1424,0,,,,,,,,,,,,,,,,,,,,,,
1987,138,1461,78,1417,68,N,0,1417,1461,0,,,,,,,,,,,,,,,,,,,,,,
1987,139,1177,83,1385,75,N,1,1177,1385,1,,,,,,,,,,,,,,,,,,,,,,
1987,139,1196,85,1345,66,N,0,1196,1345,1,,,,,,,,,,,,,,,,,,,,,,
1987,139,1207,82,1326,79,N,0,1207,1326,1,,,,,,,,,,,,,,,,,,,,,,
1987,139,1234,84,1431,82,N,0,1234,1431,1,,,,,,,,,,,,,,,,,,,,,,
1987,139,1242,67,1283,63,N,0,1242,1283,1,,,,,,,,,,,,,,,,,,,,,,
1987,139,1261,72,1396,62,N,0,1261,1396,1,,,,,,,,,,,,,,,,,,,,,,
1987,139,1328,96,1338,93,N,0,1328,1338,1,,,,,,,,,,,,,,,,,,,,,,
1987,139,1393,104,1443,86,N,0,1393,1443,1,,,,,,,,,,,,,,,,,,,,,,
1987,143,1207,70,1242,57,N,0,1207,1242,1,,,,,,,,,,,,,,,,,,,,,,
1987,143,1314,74,1323,68,N,0,1314,1323,1,,,,,,,,,,,,,,,,,,,,,,
1987,143,1344,103,1104,82,N,0,1104,1344,0,,,,,,,,,,,,,,,,,,,,,,
1987,143,1393,87,1196,81,N,0,1196,1393,0,,,,,,,,,,,,,,,,,,,,,,
1987,144,1231,88,1181,82,N,0,1181,1231,0,,,,,,,,,,,,,,,,,,,,,,
1987,144,1234,93,1328,91,N,1,1234,1328,1,,,,,,,,,,,,,,,,,,,,,,
1987,144,1261,63,1177,58,N,0,1177,1261,0,,,,,,,,,,,,,,,,,,,,,,
1987,144,1424,92,1461,78,N,0,1424,1461,1,,,,,,,,,,,,,,,,,,,,,,
1987,145,1344,88,1207,73,N,0,1207,1344,0,,,,,,,,,,,,,,,,,,,,,,
1987,145,1393,79,1314,75,N,0,1314,1393,0,,,,,,,,,,,,,,,,,,,,,,
1987,146,1231,77,1261,76,N,0,1231,1261,1,,,,,,,,,,,,,,,,,,,,,,
1987,146,1424,84,1234,81,N,0,1234,1424,0,,,,,,,,,,,,,,,,,,,,,,
1987,152,1231,97,1424,93,N,0,1231,1424,1,,,,,,,,,,,,,,,,,,,,,,
1987,152,1393,77,1344,63,N,0,1344,1393,0,,,,,,,,,,,,,,,,,,,,,,
1987,154,1231,74,1393,73,N,0,1231,1393,1,,,,,,,,,,,,,,,,,,,,,,
1988,136,1120,90,1133,86,N,0,1120,1133,1,,,,,,,,,,,,,,,,,,,,,,
1988,136,1140,98,1150,92,N,1,1140,1150,1,,,,,,,,,,,,,,,,,,,,,,
1988,136,1177,83,1455,62,N,0,1177,1455,1,,,,,,,,,,,,,,,,,,,,,,
1988,136,1181,85,1131,69,N,0,1131,1181,0,,,,,,,,,,,,,,,,,,,,,,
1988,136,1196,62,1385,59,N,0,1196,1385,1,,,,,,,,,,,,,,,,,,,,,,
1988,136,1243,66,1247,53,N,0,1243,1247,1,,,,,,,,,,,,,,,,,,,,,,
1988,136,1257,70,1333,61,N,0,1257,1333,1,,,,,,,,,,,,,,,,,,,,,,
1988,136,1258,119,1461,115,N,0,1258,1461,1,,,,,,,,,,,,,,,,,,,,,,
1988,136,1272,75,1124,60,N,0,1124,1272,0,,,,,,,,,,,,,,,,,,,,,,
1988,136,1276,63,1129,58,N,0,1129,1276,0,,,,,,,,,,,,,,,,,,,,,,
1988,136,1314,83,1317,65,N,0,1314,1317,1,,,,,,,,,,,,,,,,,,,,,,
1988,136,1328,94,1151,66,N,0,1151,1328,0,,,,,,,,,,,,,,,,,,,,,,
1988,136,1345,94,1192,79,N,0,1192,1345,0,,,,,,,,,,,,,,,,,,,,,,
1988,136,1348,87,1281,80,N,0,1281,1348,0,,,,,,,,,,,,,,,,,,,,,,
1988,136,1374,83,1323,75,N,0,1323,1374,0,,,,,,,,,,,,,,,,,,,,,,
1988,136,1393,69,1299,55,N,0,1299,1393,0,,,,,,,,,,,,,,,,,,,,,,
1988,137,1112,90,1165,50,N,0,1112,1165,1,,,,,,,,,,,,,,,,,,,,,,
1988,137,1207,66,1261,63,N,0,1207,1261,1,,,,,,,,,,,,,,,,,,,,,,
1988,137,1210,90,1235,78,N,0,1210,1235,1,,,,,,,,,,,,,,,,,,,,,,
1988,137,1228,81,1427,72,N,0,1228,1427,1,,,,,,,,,,,,,,,,,,,,,,
1988,137,1234,102,1199,98,N,0,1199,1234,0,,,,,,,,,,,,,,,,,,,,,,
1988,137,1242,85,1462,72,N,0,1242,1462,1,,,,,,,,,,,,,,,,,,,,,,
1988,137,1246,99,1380,84,N,0,1246,1380,1,,,,,,,,,,,,,,,,,,,,,,
1988,137,1268,92,1364,82,N,0,1268,1364,1,,,,,,,,,,,,,,,,,,,,,,
1988,137,1293,78,1301,75,N,0,1293,1301,1,,,,,,,,,,,,,,,,,,,,,,
1988,137,1338,108,1185,90,N,0,1185,1338,0,,,,,,,,,,,,,,,,,,,,,,
1988,137,1350,72,1231,69,N,0,1231,1350,0,,,,,,,,,,,,,,,,,,,,,,
1988,137,1371,80,1431,64,N,0,1371,1431,1,,,,,,,,,,,,,,,,,,,,,,
1988,137,1396,87,1250,73,N,0,1250,1396,0,,,,,,,,,,,,,,,,,,,,,,
1988,137,1424,54,1283,50,N,0,1283,1424,0,,,,,,,,,,,,,,,,,,,,,,
1988,137,1435,80,1429,77,N,0,1429,1435,0,,,,,,,,,,,,,,,,,,,,,,
1988,137,1437,82,1116,74,N,0,1116,1437,0,,,,,,,,,,,,,,,,,,,,,,
1988,138,1181,94,1374,79,N,0,1181,1374,1,,,,,,,,,,,,,,,,,,,,,,
1988,138,1243,66,1177,58,N,0,1177,1243,0,,,,,,,,,,,,,,,,,,,,,,
1988,138,1257,97,1140,76,N,0,1140,1257,0,,,,,,,,,,,,,,,,,,,,,,
1988,138,1276,108,1196,85,N,0,1196,1276,0,,,,,,,,,,,,,,,,,,,,,,
1988,138,1314,123,1258,97,N,0,1258,1314,0,,,,,,,,,,,,,,,,,,,,,,
1988,138,1328,107,1120,87,N,0,1120,1328,0,,,,,,,,,,,,,,,,,,,,,,
1988,138,1345,100,1272,73,N,0,1272,1345,0,,,,,,,,,,,,,,,,,,,,,,
1988,138,1348,97,1393,94,N,0,1348,1393,1,,,,,,,,,,,,,,,,,,,,,,
1988,139,1112,84,1371,55,N,0,1112,1371,1,,,,,,,,,,,,,,,,,,,,,,
1988,139,1234,104,1424,86,N,0,1234,1424,1,,,,,,,,,,,,,,,,,,,,,,
1988,139,1242,61,1293,58,N,0,1242,1293,1,,,,,,,,,,,,,,,,,,,,,,
1988,139,1246,90,1268,81,N,0,1246,1268,1,,,,,,,,,,,,,,,,,,,,,,
1988,139,1350,59,1210,55,N,0,1210,1350,0,,,,,,,,,,,,,,,,,,,,,,
1988,139,1396,74,1207,53,N,0,1207,1396,0,,,,,,,,,,,,,,,,,,,,,,
1988,139,1435,80,1338,74,N,1,1338,1435,0,,,,,,,,,,,,,,,,,,,,,,
1988,139,1437,66,1228,63,N,0,1228,1437,0,,,,,,,,,,,,,,,,,,,,,,
1988,143,1181,73,1348,72,N,0,1181,1348,1,,,,,,,,,,,,,,,,,,,,,,
1988,143,1328,108,1257,98,N,0,1257,1328,0,,,,,,,,,,,,,,,,,,,,,,
1988,143,1396,69,1350,47,N,0,1350,1396,0,,,,,,,,,,,,,,,,,,,,,,
1988,143,1437,80,1246,74,N,0,1246,1437,0,,,,,,,,,,,,,,,,,,,,,,
1988,144,1112,99,1234,79,N,0,1112,1234,1,,,,,,,,,,,,,,,,,,,,,,
1988,144,1242,77,1435,64,N,0,1242,1435,1,,,,,,,,,,,,,,,,,,,,,,
1988,144,1243,73,1345,70,N,0,1243,1345,1,,,,,,,,,,,,,,,,,,,,,,
1988,144,1314,78,1276,69,N,0,1276,1314,0,,,,,,,,,,,,,,,,,,,,,,
1988,145,1181,63,1396,53,N,0,1181,1396,1,,,,,,,,,,,,,,,,,,,,,,
1988,145,1328,78,1437,59,N,0,1328,1437,1,,,,,,,,,,,,,,,,,,,,,,
1988,146,1112,70,1314,52,N,0,1112,1314,1,,,,,,,,,,,,,,,,,,,,,,
1988,146,1242,71,1243,58,N,0,1242,1243,1,,,,,,,,,,,,,,,,,,,,,,
1988,152,1242,66,1181,59,N,0,1181,1242,0,,,,,,,,,,,,,,,,,,,,,,
1988,152,1328,86,1112,78,N,0,1112,1328,0,,,,,,,,,,,,,,,,,,,,,,
1988,154,1242,83,1328,79,N,0,1242,1328,1,,,,,,,,,,,,,,,,,,,,,,
1989,136,1112,94,1352,60,N,0,1112,1352,1,,,,,,,,,,,,,,,,,,,,,,
1989,136,1116,120,1258,101,N,0,1116,1258,1,,,,,,,,,,,,,,,,,,,,,,
1989,136,1123,68,1338,64,N,0,1123,1338,1,,,,,,,,,,,,,,,,,,,,,,
1989,136,1155,83,1388,70,N,0,1155,1388,1,,,,,,,,,,,,,,,,,,,,,,
1989,136,1177,66,1272,63,N,0,1177,1272,1,,,,,,,,,,,,,,,,,,,,,,
1989,136,1181,90,1354,69,N,0,1181,1354,1,,,,,,,,,,,,,,,,,,,,,,
1989,136,1228,77,1270,71,N,0,1228,1270,1,,,,,,,,,,,,,,,,,,,,,,
1989,136,1256,83,1247,74,N,0,1247,1256,0,,,,,,,,,,,,,,,,,,,,,,
1989,136,1257,76,1114,71,N,0,1114,1257,0,,,,,,,,,,,,,,,,,,,,,,
1989,136,1278,86,1243,75,N,0,1243,1278,0,,,,,,,,,,,,,,,,,,,,,,
1989,136,1292,97,1199,83,N,0,1199,1292,0,,,,,,,,,,,,,,,,,,,,,,
1989,136,1328,72,1190,71,N,0,1190,1328,0,,,,,,,,,,,,,,,,,,,,,,
1989,136,1373,80,1390,78,N,0,1373,1390,1,,,,,,,,,,,,,,,,,,,,,,
1989,136,1424,68,1225,56,N,0,1225,1424,0,,,,,,,,,,,,,,,,,,,,,,
1989,136,1438,100,1344,97,N,0,1344,1438,0,,,,,,,,,,,,,,,,,,,,,,
1989,136,1452,84,1397,68,N,0,1397,1452,0,,,,,,,,,,,,,,,,,,,,,,
1989,137,1161,68,1196,46,N,0,1161,1196,1,,,,,,,,,,,,,,,,,,,,,,
1989,137,1191,94,1333,90,N,1,1191,1333,1,,,,,,,,,,,,,,,,,,,,,,
1989,137,1207,50,1343,49,N,0,1207,1343,1,,,,,,,,,,,,,,,,,,,,,,
1989,137,1231,99,1206,85,N,0,1206,1231,0,,,,,,,,,,,,,,,,,,,,,,
1989,137,1234,87,1353,73,N,0,1234,1353,1,,,,,,,,,,,,,,,,,,,,,,
